epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
0,63.63908386230469,0.0009732744,1.6351953744888306,0.6926043629646301,0.509040117263794
1,0.5214751958847046,0.00094726303,0.4287668466567993,0.616956353187561,0.44153502583503723
2,0.4633898138999939,0.00092194683,0.3995569348335266,0.4663099944591522,0.33714422583580017
3,0.32161444425582886,0.00089730724,0.356270968914032,0.3835497498512268,0.3136030435562134
4,0.24832727015018463,0.00087332615,0.31242045760154724,0.32462719082832336,0.31006884574890137
5,0.26331827044487,0.000849986,0.3353787958621979,0.3484078645706177,0.2929067015647888
6,0.2245105803012848,0.00082726957,0.29520153999328613,0.34241124987602234,0.3174915015697479
7,0.24997389316558838,0.00080516026,0.30772027373313904,0.2833617329597473,0.2687043249607086
8,0.2608753442764282,0.0007836419,0.31328102946281433,0.3163095712661743,0.3011493682861328
9,0.21888212859630585,0.0007626986,0.3014380931854248,0.392029345035553,0.40998968482017517
10,0.22461088001728058,0.000742315,0.2915502190589905,0.28980615735054016,0.2806446850299835
11,0.2099626660346985,0.0007224762,0.2885212004184723,0.3443307876586914,0.35857540369033813
12,0.20859496295452118,0.0007031676,0.2957014739513397,0.2629925310611725,0.25575506687164307
13,0.17622002959251404,0.000684375,0.26381078362464905,0.24889564514160156,0.26154157519340515
14,0.19671562314033508,0.00066608464,0.2809801399707794,0.2749151289463043,0.25089284777641296
15,0.22661903500556946,0.0006482831,0.30502620339393616,0.25985848903656006,0.2513848841190338
16,0.23243802785873413,0.00063095737,0.280534029006958,0.24330385029315948,0.24339216947555542
17,0.17704352736473083,0.00061409466,0.26008331775665283,0.25899866223335266,0.26559993624687195
18,0.24518230557441711,0.0005976826,0.30717751383781433,0.293273001909256,0.3260444402694702
19,0.1721314638853073,0.00058170914,0.26290926337242126,0.22062690556049347,0.22409984469413757
20,0.16720455884933472,0.00056616263,0.2626289427280426,0.2716102600097656,0.28678882122039795
21,0.17820560932159424,0.0005510316,0.2575725018978119,0.24845053255558014,0.2537398040294647
22,0.1625910848379135,0.00053630496,0.25897887349128723,0.2567366659641266,0.26694023609161377
23,0.174125075340271,0.0005219719,0.2528100609779358,0.23766742646694183,0.23196886479854584
24,0.17495445907115936,0.00050802185,0.2564399838447571,0.21057738363742828,0.23175884783267975
25,0.22073465585708618,0.0004944447,0.2826203405857086,0.2372215837240219,0.23352964222431183
26,0.12576338648796082,0.00048123035,0.23428912460803986,0.23237024247646332,0.23411014676094055
27,0.20343558490276337,0.00046836917,0.26999104022979736,0.27090030908584595,0.28736382722854614
28,0.18930943310260773,0.00045585172,0.25927719473838806,0.22233961522579193,0.26357582211494446
29,0.14524409174919128,0.0004436688,0.2398851364850998,0.23774422705173492,0.2509624660015106
30,0.14572454988956451,0.0004318115,0.2404009997844696,0.21681013703346252,0.23503252863883972
31,0.2960995137691498,0.00042027107,0.3210645020008087,0.518322229385376,0.41404691338539124
32,0.3700219988822937,0.00040903906,0.347368061542511,0.2523253262042999,0.28808942437171936
33,0.21682721376419067,0.00039810725,0.28400129079818726,0.17036853730678558,0.2307157665491104
34,0.19584853947162628,0.0003874676,0.25879496335983276,0.2599661648273468,0.2982502579689026
35,0.1638985127210617,0.00037711227,0.24767713248729706,0.2683105170726776,0.3305213153362274
36,0.1882198452949524,0.0003670337,0.25054842233657837,0.20418493449687958,0.2581236660480499
37,0.15638722479343414,0.0003572245,0.24345573782920837,0.20181044936180115,0.24299795925617218
38,0.14500968158245087,0.00034767744,0.23171783983707428,0.23904456198215485,0.2663184702396393
39,0.1774134337902069,0.00033838555,0.24796614050865173,0.1921095997095108,0.22439515590667725
40,0.15030182898044586,0.000329342,0.2515782415866852,0.2288198620080948,0.29025983810424805
41,0.1279827207326889,0.00032054013,0.21612058579921722,0.158700630068779,0.21053466200828552
42,0.13528954982757568,0.0003119735,0.2264767438173294,0.16857460141181946,0.2388208657503128
43,0.15374311804771423,0.0003036358,0.23148994147777557,0.29429957270622253,0.3607065677642822
44,0.13329748809337616,0.00029552096,0.2279505431652069,0.14753113687038422,0.21154549717903137
45,0.1671866774559021,0.000287623,0.24734362959861755,0.17371472716331482,0.251737117767334
46,0.14350618422031403,0.0002799361,0.23371216654777527,0.22907447814941406,0.222427636384964
47,0.6991673707962036,0.00027245464,0.4947677254676819,0.4962737262248993,0.3830017149448395
48,0.3189655542373657,0.00026517312,0.3384096026420593,0.29377853870391846,0.29750940203666687
49,0.20527087152004242,0.0002580862,0.2768491804599762,0.30439814925193787,0.3065662384033203
50,0.18283036351203918,0.00025118867,0.27122390270233154,0.25276434421539307,0.24990317225456238
51,0.20158632099628448,0.0002444755,0.2573978006839752,0.22884239256381989,0.23435725271701813
52,0.1637222319841385,0.00023794174,0.23845922946929932,0.2486265003681183,0.2648836374282837
53,0.15881086885929108,0.0002315826,0.2286444455385208,0.23020458221435547,0.25381481647491455
54,0.17320489883422852,0.0002253934,0.2413298636674881,0.5116070508956909,0.5324052572250366
55,0.1659768670797348,0.00021936963,0.24773436784744263,0.21141523122787476,0.22563263773918152
56,0.15255597233772278,0.00021350684,0.2285909652709961,0.19570466876029968,0.20937763154506683
57,0.14874310791492462,0.00020780074,0.22205978631973267,0.19698917865753174,0.21071697771549225
58,0.12997892498970032,0.00020224713,0.20717675983905792,0.19900819659233093,0.20610402524471283
59,0.1363418847322464,0.00019684195,0.21640974283218384,0.18309195339679718,0.2206301987171173
60,0.15068987011909485,0.00019158123,0.22138766944408417,0.18892796337604523,0.20525167882442474
61,0.14653606712818146,0.00018646111,0.2133314311504364,0.25364503264427185,0.2768080532550812
62,0.14603471755981445,0.00018147782,0.22125719487667084,0.18828751146793365,0.20955829322338104
63,0.15895548462867737,0.00017662771,0.22484418749809265,0.17445878684520721,0.20257139205932617
64,0.12851522862911224,0.00017190723,0.20837612450122833,0.39309632778167725,0.4353659152984619
65,0.16922904551029205,0.0001673129,0.24196726083755493,0.1822890043258667,0.2202330231666565
66,0.134866863489151,0.00016284136,0.2128499299287796,0.18054522573947906,0.20474402606487274
67,0.1313636600971222,0.00015848932,0.21603362262248993,0.18019090592861176,0.19415149092674255
68,0.11632281541824341,0.00015425359,0.2012442648410797,0.17051953077316284,0.21413376927375793
69,0.11927420645952225,0.00015013106,0.19327802956104279,0.20013226568698883,0.21466296911239624
70,0.13971929252147675,0.00014611872,0.22159059345722198,0.19619429111480713,0.21168147027492523
71,0.11239908635616302,0.00014221361,0.19380563497543335,0.1872677206993103,0.23450574278831482
72,0.1128968894481659,0.00013841287,0.19022147357463837,0.16037410497665405,0.1970248818397522
73,0.13062624633312225,0.0001347137,0.19791489839553833,0.1869615763425827,0.201924666762352
74,0.10250820964574814,0.0001311134,0.19036701321601868,0.17617172002792358,0.2078726887702942
75,0.13811814785003662,0.00012760931,0.2062540054321289,0.2116842418909073,0.2523866891860962
76,0.09622783213853836,0.00012419888,0.1844005435705185,0.19566112756729126,0.20577989518642426
77,0.11995311826467514,0.00012087959,0.19246616959571838,0.23657363653182983,0.2530403435230255
78,0.10661705583333969,0.000117649004,0.19351133704185486,0.22096902132034302,0.23422521352767944
79,0.09176532179117203,0.000114504764,0.17559631168842316,0.1423816978931427,0.18012048304080963
80,0.09224789589643478,0.000111444555,0.17353716492652893,0.17329128086566925,0.2040971964597702
81,0.07270524650812149,0.000108466134,0.16704057157039642,0.16216538846492767,0.19056758284568787
82,0.07882934808731079,0.00010556731,0.1616724729537964,0.16771361231803894,0.1926911622285843
83,0.0877801924943924,0.00010274596,0.17092418670654297,0.16240249574184418,0.18541516363620758
84,0.07396736741065979,0.00010000001,0.16240106523036957,0.16588261723518372,0.20298908650875092
85,0.07615124434232712,9.732745e-05,0.167165607213974,0.15615342557430267,0.19496069848537445
86,0.07399434596300125,9.472632e-05,0.16122804582118988,0.1559251844882965,0.18084517121315002
87,0.08373412489891052,9.21947e-05,0.16960960626602173,0.16545051336288452,0.18536615371704102
88,0.08022642135620117,8.973074e-05,0.15625080466270447,0.20979629456996918,0.21239930391311646
89,0.07574065029621124,8.733263e-05,0.1617034673690796,0.1593875139951706,0.18661630153656006
90,0.04822206869721413,8.499861e-05,0.14039959013462067,0.15777933597564697,0.17692218720912933
91,0.06066035479307175,8.272697e-05,0.1530587375164032,0.15705105662345886,0.17425967752933502
92,0.05720103159546852,8.051604e-05,0.14539088308811188,0.15844261646270752,0.18186090886592865
93,0.06132989749312401,7.8364195e-05,0.15270788967609406,0.17272113263607025,0.17342673242092133
94,0.052989885210990906,7.626986e-05,0.1425233632326126,0.14068038761615753,0.1742844432592392
95,0.060219574719667435,7.42315e-05,0.13510769605636597,0.14863835275173187,0.1755433976650238
96,0.05843794345855713,7.224762e-05,0.14088401198387146,0.15927498042583466,0.20067308843135834
97,0.048872072249650955,7.031675e-05,0.13876433670520782,0.15809719264507294,0.1855761557817459
98,0.06212445721030235,6.84375e-05,0.14653074741363525,0.18240338563919067,0.22041243314743042
99,0.05214519426226616,6.660846e-05,0.1413029134273529,0.14623062312602997,0.17314331233501434
100,0.04125260189175606,6.482831e-05,0.12518310546875,0.14733830094337463,0.17563706636428833
101,0.05504845082759857,6.309574e-05,0.13368357717990875,0.15932418406009674,0.18688839673995972
102,0.05555284395813942,6.140947e-05,0.14046946167945862,0.14432109892368317,0.17686592042446136
103,0.036551591008901596,5.9768263e-05,0.1213022768497467,0.13548780977725983,0.16723376512527466
104,0.037266410887241364,5.817092e-05,0.12017819285392761,0.14207613468170166,0.17026567459106445
105,0.03353777900338173,5.6616267e-05,0.11543639749288559,0.13996060192584991,0.16213952004909515
106,0.03957998752593994,5.5103163e-05,0.11703762412071228,0.14083576202392578,0.1670120358467102
107,0.033615123480558395,5.3630498e-05,0.11350861936807632,0.14635644853115082,0.1713043451309204
108,0.030031850561499596,5.219719e-05,0.10826175659894943,0.13883864879608154,0.16369646787643433
109,0.0303634162992239,5.0802188e-05,0.10736766457557678,0.14053897559642792,0.16420897841453552
110,0.03302684798836708,4.944447e-05,0.10861890017986298,0.14402444660663605,0.1692097783088684
111,0.032130200415849686,4.8123035e-05,0.11518293619155884,0.13890869915485382,0.1596468985080719
112,0.0374702513217926,4.6836918e-05,0.11248424649238586,0.14318548142910004,0.16723503172397614
113,0.023636892437934875,4.5585173e-05,0.10054586082696915,0.15296421945095062,0.17484289407730103
114,0.036909811198711395,4.4366883e-05,0.11567075550556183,0.15320588648319244,0.18157656490802765
115,0.05676775425672531,4.318115e-05,0.13772918283939362,0.14422379434108734,0.1674761027097702
116,0.030095791444182396,4.2027106e-05,0.10708966106176376,0.1402043253183365,0.1668010801076889
117,0.04789013788104057,4.0903906e-05,0.11376199126243591,0.14510568976402283,0.16598373651504517
118,0.02821430005133152,3.9810722e-05,0.10085202008485794,0.14040620625019073,0.1632138043642044
119,0.025388341397047043,3.8746755e-05,0.09668587893247604,0.1417456865310669,0.16243715584278107
120,0.02687976323068142,3.7711223e-05,0.09722691029310226,0.14617517590522766,0.16342735290527344
121,0.02050492912530899,3.6703368e-05,0.09157995879650116,0.14476901292800903,0.16564570367336273
122,0.025333669036626816,3.572245e-05,0.0905211940407753,0.1406155675649643,0.1612110733985901
123,0.026449961587786674,3.4767745e-05,0.09663044661283493,0.14453816413879395,0.1638721078634262
124,0.025230897590517998,3.3838554e-05,0.09149491041898727,0.1405327022075653,0.16194534301757812
125,0.01968310959637165,3.2934196e-05,0.09184037148952484,0.146742045879364,0.16786755621433258
126,0.02132348343729973,3.205401e-05,0.08950430899858475,0.15406131744384766,0.17572949826717377
127,0.029409369453787804,3.1197345e-05,0.09580055624246597,0.1391257345676422,0.1626758724451065
128,0.016722800210118294,3.0363577e-05,0.08798810839653015,0.14065492153167725,0.16306720674037933
129,0.021862296387553215,2.9552091e-05,0.08869418501853943,0.144659623503685,0.16576412320137024
130,0.02089541032910347,2.8762293e-05,0.09025681763887405,0.14318831264972687,0.16252587735652924
131,0.017481636255979538,2.7993603e-05,0.08448521792888641,0.1411277800798416,0.16333644092082977
132,0.01893458142876625,2.7245456e-05,0.08298174291849136,0.14103685319423676,0.16652697324752808
133,0.017623361200094223,2.6517304e-05,0.08594666421413422,0.14358259737491608,0.1635628342628479
134,0.016463804990053177,2.5808613e-05,0.0787658765912056,0.14074958860874176,0.16139589250087738
135,0.01579439453780651,2.5118861e-05,0.07665134221315384,0.14533835649490356,0.1670158952474594
136,0.014711215160787106,2.4447545e-05,0.0774817243218422,0.143585205078125,0.16385214030742645
137,0.016727836802601814,2.379417e-05,0.07768608629703522,0.14030541479587555,0.16079747676849365
138,0.016887251287698746,2.3158256e-05,0.07549135386943817,0.13982553780078888,0.16410915553569794
139,0.014528113417327404,2.2539338e-05,0.07497063279151917,0.13724157214164734,0.16089536249637604
140,0.01484448928385973,2.193696e-05,0.07284765690565109,0.14037011563777924,0.16323672235012054
141,0.016325827687978745,2.1350681e-05,0.07530086487531662,0.14012490212917328,0.1628672331571579
142,0.013171343132853508,2.0780071e-05,0.07198222726583481,0.13532055914402008,0.15821047127246857
143,0.01372588612139225,2.0224712e-05,0.07215196639299393,0.14057163894176483,0.16232824325561523
144,0.013770910911262035,1.9684194e-05,0.07075909525156021,0.1409035474061966,0.16229817271232605
145,0.012873288244009018,1.9158122e-05,0.07107200473546982,0.14251691102981567,0.16565822064876556
146,0.011717170476913452,1.864611e-05,0.06976111978292465,0.13740314543247223,0.16083961725234985
147,0.01517929881811142,1.814778e-05,0.06897769123315811,0.1383746713399887,0.16163484752178192
148,0.010641630738973618,1.7662771e-05,0.06559035927057266,0.13773663341999054,0.15977808833122253
149,0.013483026064932346,1.7190723e-05,0.06785061955451965,0.13999593257904053,0.1610308438539505
150,0.010192147456109524,1.673129e-05,0.06533940136432648,0.14008046686649323,0.1643000692129135
151,0.012217639945447445,1.6284135e-05,0.0667162612080574,0.13782855868339539,0.16170890629291534
152,0.010503891855478287,1.5848931e-05,0.06353764235973358,0.14041268825531006,0.16217325627803802
153,0.010986478067934513,1.542536e-05,0.062334638088941574,0.14167487621307373,0.16243526339530945
154,0.009784942492842674,1.5013107e-05,0.06272042542695999,0.13909636437892914,0.16162942349910736
155,0.010494189336895943,1.4611873e-05,0.062308382242918015,0.13838250935077667,0.1614503711462021
156,0.012196149677038193,1.4221361e-05,0.06357607245445251,0.13712550699710846,0.16010348498821259
157,0.011263308115303516,1.3841287e-05,0.061418838798999786,0.13634955883026123,0.1596606969833374
158,0.012551170773804188,1.347137e-05,0.06330645829439163,0.13600486516952515,0.15997272729873657
159,0.010731680318713188,1.3111339e-05,0.0603693462908268,0.1383265256881714,0.1597020924091339
160,0.009819434024393559,1.2760931e-05,0.058928482234478,0.15345202386379242,0.17776905000209808
161,0.008483907207846642,1.2419887e-05,0.05897102877497673,0.13859018683433533,0.16038459539413452
162,0.01095497328788042,1.2087958e-05,0.058332767337560654,0.13853749632835388,0.1613290011882782
163,0.010697810910642147,1.17649e-05,0.05893278121948242,0.1372811645269394,0.16018235683441162
164,0.008962982334196568,1.14504755e-05,0.05789514258503914,0.13805410265922546,0.16145990788936615
165,0.009832390584051609,1.1144454e-05,0.056873880326747894,0.13951700925827026,0.16532373428344727
166,0.007399250287562609,1.0846612e-05,0.054474376142024994,0.13789285719394684,0.16091355681419373
167,0.008759593591094017,1.055673e-05,0.05600434169173241,0.13983935117721558,0.16425606608390808
168,0.00870654359459877,1.0274594e-05,0.05562027916312218,0.13769204914569855,0.16056972742080688
169,0.009115232154726982,1e-05,0.053601689636707306,0.13846829533576965,0.1616990715265274
170,0.011953650042414665,9.732744e-06,0.0571313351392746,0.1391405463218689,0.16307333111763
171,0.011691217310726643,9.47263e-06,0.05666544660925865,0.13717591762542725,0.16128240525722504
172,0.006340370047837496,9.219469e-06,0.05262016877532005,0.13895399868488312,0.16128359735012054
173,0.006897774524986744,8.973073e-06,0.052495699375867844,0.1383810192346573,0.16062453389167786
174,0.00909814890474081,8.733262e-06,0.054341673851013184,0.13938935101032257,0.16189315915107727
175,0.007350664120167494,8.49986e-06,0.05208759754896164,0.1386338472366333,0.16267946362495422
176,0.008456953801214695,8.2726965e-06,0.05242947116494179,0.13745133578777313,0.16103613376617432
177,0.008081793785095215,8.051604e-06,0.05063832551240921,0.1424160748720169,0.16626431047916412
178,0.006036379374563694,7.83642e-06,0.051341887563467026,0.1394093930721283,0.16168205440044403
179,0.00954222772270441,7.626987e-06,0.05240877345204353,0.13984833657741547,0.16191397607326508
180,0.007879067212343216,7.423151e-06,0.05035698041319847,0.14003382623195648,0.16300199925899506
181,0.0076871891506016254,7.224763e-06,0.049980297684669495,0.13756906986236572,0.16065184772014618
182,0.00737288873642683,7.031677e-06,0.05066531524062157,0.1391388177871704,0.16170071065425873
183,0.009287875145673752,6.843751e-06,0.050344012677669525,0.13890527188777924,0.16185325384140015
184,0.007340002804994583,6.6608477e-06,0.0496831089258194,0.13845068216323853,0.16226455569267273
185,0.008742463774979115,6.4828323e-06,0.05032578110694885,0.14025186002254486,0.1638597697019577
186,0.0071784937754273415,6.3095745e-06,0.04901886358857155,0.13897821307182312,0.16247588396072388
187,0.0067965248599648476,6.1409473e-06,0.048355937004089355,0.1380317509174347,0.1623222678899765
188,0.0076433331705629826,5.9768267e-06,0.04963840916752815,0.13848017156124115,0.16189199686050415
189,0.006574323400855064,5.817092e-06,0.047646552324295044,0.13822084665298462,0.161893829703331
190,0.008274130523204803,5.661627e-06,0.048596709966659546,0.13829481601715088,0.16170427203178406
191,0.005872104782611132,5.5103164e-06,0.047105513513088226,0.14277108013629913,0.16652153432369232
192,0.006876909639686346,5.3630497e-06,0.04714006930589676,0.13935920596122742,0.16268672049045563
193,0.005170522723346949,5.219719e-06,0.046380508691072464,0.1391897052526474,0.16256247460842133
194,0.007073485758155584,5.0802187e-06,0.04600858688354492,0.13873831927776337,0.1622363179922104
195,0.008403204381465912,4.9444466e-06,0.047161392867565155,0.13902416825294495,0.1625964194536209
196,0.00532257417216897,4.8123034e-06,0.044980406761169434,0.138318732380867,0.1619047373533249
197,0.007899584248661995,4.6836917e-06,0.04694579914212227,0.13914495706558228,0.16220341622829437
198,0.0066577596589922905,4.558517e-06,0.0458233542740345,0.13906921446323395,0.16280192136764526
199,0.005165052134543657,4.436688e-06,0.0448044016957283,0.13876007497310638,0.162227600812912
200,0.006716116331517696,4.318115e-06,0.04488851875066757,0.13948699831962585,0.1630936861038208
201,0.006692670751363039,4.2027104e-06,0.04489456117153168,0.13860483467578888,0.1624096930027008
202,0.006220449227839708,4.0903906e-06,0.04428659752011299,0.13964441418647766,0.16355514526367188
203,0.00714933080598712,3.9810725e-06,0.046266164630651474,0.1387411504983902,0.1625930666923523
204,0.0075162602588534355,3.8746757e-06,0.04449065029621124,0.13884006440639496,0.16269920766353607
205,0.0072737266309559345,3.7711227e-06,0.044415391981601715,0.13949158787727356,0.16282519698143005
206,0.00492011709138751,3.670337e-06,0.044033411890268326,0.13984276354312897,0.16291534900665283
207,0.005248570814728737,3.572245e-06,0.04275704547762871,0.13947251439094543,0.16300417482852936
208,0.00445217452943325,3.4767747e-06,0.04308982938528061,0.13835275173187256,0.16230688989162445
209,0.007230955641716719,3.3838558e-06,0.043724607676267624,0.13992899656295776,0.16376683115959167
210,0.004414609167724848,3.2934201e-06,0.04317747429013252,0.1381472945213318,0.16213294863700867
211,0.006878982298076153,3.2054015e-06,0.043094661086797714,0.13847306370735168,0.16262248158454895
212,0.006733704824000597,3.1197353e-06,0.042841680347919464,0.13862787187099457,0.16256502270698547
213,0.004905767273157835,3.0363585e-06,0.04227928817272186,0.13865996897220612,0.16277484595775604
214,0.003973951563239098,2.95521e-06,0.04173692315816879,0.13851377367973328,0.16270065307617188
215,0.007916915230453014,2.8762302e-06,0.04379024729132652,0.13801109790802002,0.162227600812912
216,0.006695186719298363,2.799361e-06,0.04193560406565666,0.13897861540317535,0.16287562251091003
217,0.007581702433526516,2.7245464e-06,0.04280567169189453,0.13993975520133972,0.16388368606567383
218,0.005343642085790634,2.6517312e-06,0.04224470630288124,0.13974148035049438,0.16331897675991058
219,0.005631991196423769,2.580862e-06,0.04166736453771591,0.1388038545846939,0.1628979593515396
220,0.005888583604246378,2.5118868e-06,0.042540423572063446,0.13999857008457184,0.16374893486499786
221,0.00657657952979207,2.4447552e-06,0.04206971824169159,0.13875435292720795,0.1630188673734665
222,0.005695197265595198,2.3794175e-06,0.04139179736375809,0.1383499801158905,0.16270482540130615
223,0.004448844585567713,2.3158261e-06,0.04114636406302452,0.13886483013629913,0.16282472014427185
224,0.005754038225859404,2.2539343e-06,0.0417330376803875,0.1391024887561798,0.16326415538787842
225,0.0065454402938485146,2.1936964e-06,0.04165634885430336,0.13842439651489258,0.16282381117343903
226,0.005354178138077259,2.1350686e-06,0.040584731847047806,0.13887082040309906,0.16293750703334808
227,0.003996008075773716,2.0780076e-06,0.04008496180176735,0.13909293711185455,0.163300022482872
228,0.006364909466356039,2.0224716e-06,0.04100170359015465,0.13875897228717804,0.16276995837688446
229,0.004896209109574556,1.9684198e-06,0.04078885540366173,0.139022096991539,0.16309379041194916
230,0.005310403183102608,1.9158126e-06,0.04076619818806648,0.138477623462677,0.16295358538627625
231,0.00604136660695076,1.8646114e-06,0.04034572094678879,0.13957379758358002,0.16362224519252777
232,0.0037943182978779078,1.8147784e-06,0.039613932371139526,0.13954885303974152,0.1636076718568802
233,0.00781488511711359,1.7662774e-06,0.04095255583524704,0.13911721110343933,0.16287079453468323
234,0.004222404211759567,1.7190725e-06,0.03921404853463173,0.13931383192539215,0.16357648372650146
235,0.004803217016160488,1.6731293e-06,0.04013187810778618,0.13939709961414337,0.16309863328933716
236,0.004802945535629988,1.6284139e-06,0.04027636721730232,0.13911312818527222,0.16305096447467804
237,0.006810491438955069,1.5848935e-06,0.040697209537029266,0.139199897646904,0.16326604783535004
238,0.006051408126950264,1.5425363e-06,0.03957659378647804,0.13910120725631714,0.16303838789463043
239,0.005626626778393984,1.5013111e-06,0.04007066786289215,0.13944588601589203,0.16327360272407532
240,0.005478353705257177,1.4611876e-06,0.0395633690059185,0.14008010923862457,0.16391995549201965
241,0.005185270681977272,1.4221365e-06,0.03945601359009743,0.13966071605682373,0.16338549554347992
242,0.003775541903451085,1.3841291e-06,0.03870750218629837,0.1398194134235382,0.16352106630802155
243,0.0060917227528989315,1.3471374e-06,0.039396319538354874,0.13902799785137177,0.1632499396800995
244,0.005153771955519915,1.3111344e-06,0.03939295560121536,0.13958969712257385,0.1633106917142868
245,0.00469439709559083,1.2760935e-06,0.03912724182009697,0.13916538655757904,0.16308939456939697
246,0.004338068421930075,1.2419891e-06,0.038299597799777985,0.13956627249717712,0.1637488454580307
247,0.005247795023024082,1.2087962e-06,0.03921932727098465,0.13987886905670166,0.16377651691436768
248,0.006163476966321468,1.1764904e-06,0.039887987077236176,0.13928483426570892,0.16313205659389496
249,0.005364750046283007,1.1450479e-06,0.03931411728262901,0.13939912617206573,0.16324418783187866
250,0.0059760939329862595,1.1144458e-06,0.03864288702607155,0.13912832736968994,0.16317349672317505
251,0.007277519442141056,1.0846616e-06,0.03936353698372841,0.1392066329717636,0.16327446699142456
252,0.004437111783772707,1.0556734e-06,0.03855987638235092,0.13886141777038574,0.16302786767482758
253,0.004945804830640554,1.0274598e-06,0.03818521276116371,0.13896140456199646,0.1631866842508316
254,0.005350800696760416,1.0000003e-06,0.038695454597473145,0.13913826644420624,0.16316258907318115
255,0.005489493254572153,9.732747e-07,0.038843460381031036,0.14025770127773285,0.1638973355293274
